EntryID,Split,TRANSCRIPTIONAL,CHROMOSOME,NUCLEAR_PORE_COMPLEX,NUCLEAR_SPECKLE,P-BODY,PML-BDOY,POST_SYNAPTIC_DENSITY,STRESS_GRANULE,NUCLEOLUS,CAJAL_BODY,RNA_GRANULE,CELL_JUNCTION
Q9NQB0_TCF7L2,train,1,0,0,0,0,1,0,0,0,0,0,0
Q9NQM4,train,0,0,0,0,0,1,0,0,0,0,0,0
Q9NS56,train,0,0,0,0,0,1,0,0,0,0,0,0
Q9NX09,train,0,0,0,0,0,1,0,0,0,0,0,0
Q9UBW7,train,0,0,0,0,0,1,0,0,0,0,0,0
Q9Y2K1_ZBTB1,train,1,0,0,0,0,1,0,0,0,0,0,0
Q9Y3R0,train,0,0,0,0,0,1,0,0,0,0,0,0
Q9Y4E5,train,0,0,0,0,0,1,0,0,0,0,0,0
A0FGR8,train,0,0,0,0,0,0,1,0,0,0,0,0
A4D1P6,train,0,0,0,0,0,0,1,0,0,0,0,0
A6NH52,train,0,0,0,0,0,0,1,0,0,0,0,0
A6NL88,train,0,0,0,0,0,0,1,0,0,0,0,0
O00139,train,0,0,0,0,0,0,1,0,0,0,0,0
O00160,train,0,0,0,0,0,0,1,0,0,0,0,0
O00170,train,0,0,0,0,0,0,1,0,0,0,0,0
O00203,train,0,0,0,0,0,0,1,0,0,0,0,0
O00214,train,0,0,0,0,0,0,1,0,0,0,0,0
O00231,train,0,0,0,0,0,0,1,0,0,0,0,0
O00291,train,0,0,0,0,0,0,1,0,0,0,0,0
O00305,train,0,0,0,0,0,0,1,0,0,0,0,0
O00330,train,0,0,0,0,0,0,1,0,0,0,0,0
O00401,train,0,0,0,0,0,0,1,0,0,0,0,0
O00408,train,0,0,0,0,0,0,1,0,0,0,0,0
O00429,train,0,0,0,0,0,0,1,0,0,0,0,0
O00445,train,0,0,0,0,0,0,1,0,0,0,0,0
O00471,train,0,0,0,0,0,0,1,0,0,0,0,0
O00483,train,0,0,0,0,0,0,1,0,0,0,0,0
O00487,train,0,0,0,0,0,0,1,0,0,0,0,0
O00519,train,0,0,0,0,0,0,1,0,0,0,0,0
O00533,train,0,0,0,0,0,0,1,0,0,0,0,0
O00560,train,0,0,0,0,0,0,1,0,0,0,0,0
O14490,train,0,0,0,0,0,0,1,0,0,0,0,0
O14514,train,0,0,0,0,0,0,1,0,0,0,0,0
O14548,train,0,0,0,0,0,0,1,0,0,0,0,0
O14594,train,0,0,0,0,0,0,1,0,0,0,0,0
O14617,train,0,0,0,0,0,0,1,0,0,0,0,0
O14734,train,0,0,0,0,0,0,1,0,0,0,0,0
O14773,train,0,0,0,0,0,0,1,0,0,0,0,0
O14807,train,0,0,0,0,0,0,1,0,0,0,0,0
O14827,train,0,0,0,0,0,0,1,0,0,0,0,0
O14874,train,0,0,0,0,0,0,1,0,0,0,0,0
O14910,train,0,0,0,0,0,0,1,0,0,0,0,0
O14950,train,0,0,0,0,0,0,1,0,0,0,0,0
O14964,train,0,0,0,0,0,0,1,0,0,0,0,0
O14976,train,0,0,0,0,0,0,1,0,0,0,0,0
O14994,train,0,0,0,0,0,0,1,0,0,0,0,0
O15075,train,0,0,0,0,0,0,1,0,0,0,0,0
O15079,train,0,0,0,0,0,0,1,0,0,0,0,0
O15083,train,0,0,0,0,0,0,1,0,0,0,0,0
O15144,train,0,0,0,0,0,0,1,0,0,0,0,0
O15228,train,0,0,0,0,0,0,1,0,0,0,0,0
O15240,train,0,0,0,0,0,0,1,0,0,0,0,0
O15394,train,0,0,0,0,0,0,1,0,0,0,0,0
O15399,train,0,0,0,0,0,0,1,0,0,0,0,0
O15400,train,0,0,0,0,0,0,1,0,0,0,0,0
O15540,train,0,0,0,0,0,0,1,0,0,0,0,0
O43175,train,0,0,0,0,0,0,1,0,0,0,0,0
O43295,train,0,0,0,0,0,0,1,0,0,0,0,0
O43301,train,0,0,0,0,0,0,1,0,0,0,0,0
O43396,train,0,0,0,0,0,0,1,0,0,0,0,0
O43426,train,0,0,0,0,0,0,1,0,0,0,0,0
O43488,train,0,0,0,0,0,0,1,0,0,0,0,0
O43491,train,0,0,0,0,0,0,1,0,0,0,0,0
O43526,train,0,0,0,0,0,0,1,0,0,0,0,0
O43617,train,0,0,0,0,0,0,1,0,0,0,0,0
O43678,train,0,0,0,0,0,0,1,0,0,0,0,0
O43707,train,0,0,0,0,0,0,1,0,0,0,0,0
O43865,train,0,0,0,0,0,0,1,0,0,0,0,0
O60268,train,0,0,0,0,0,0,1,0,0,0,0,0
O60282,train,0,0,0,0,0,0,1,0,0,0,0,0
O60313,train,0,0,0,0,0,0,1,0,0,0,0,0
O60331,train,0,0,0,0,0,0,1,0,0,0,0,0
O60488,train,0,0,0,0,0,0,1,0,0,0,0,0
O60493,train,0,0,0,0,0,0,1,0,0,0,0,0
O60641,train,0,0,0,0,0,0,1,0,0,0,0,0
O60645,train,0,0,0,0,0,0,1,0,0,0,0,0
O60658,train,0,0,0,0,0,0,1,0,0,0,0,0
O60749,train,0,0,0,0,0,0,1,0,0,0,0,0
O60826,train,0,0,0,0,0,0,1,0,0,0,0,0
O60861,train,0,0,0,0,0,0,1,0,0,0,0,0
O60884,train,0,0,0,0,0,0,1,0,0,0,0,0
O75061,train,0,0,0,0,0,0,1,0,0,0,0,0
O75077,train,0,0,0,0,0,0,1,0,0,0,0,0
O75116,train,0,0,0,0,0,0,1,0,0,0,0,0
O75145,train,0,0,0,0,0,0,1,0,0,0,0,0
O75146,train,0,0,0,0,0,0,1,0,0,0,0,0
O75190,train,0,0,0,0,0,0,1,0,0,0,0,0
O75334,train,0,0,0,0,0,0,1,0,0,0,0,0
O75335,train,0,0,0,0,0,0,1,0,0,0,0,0
O75348,train,0,0,0,0,0,0,1,1,0,0,0,0
O75363,train,0,0,0,0,0,0,1,0,0,0,0,0
O75380,train,0,0,0,0,0,0,1,0,0,0,0,0
O75382,train,0,0,0,0,0,0,1,1,0,0,0,0
O75489,train,0,0,0,0,0,0,1,0,0,0,0,0
O75521,train,0,0,0,0,0,0,1,0,0,0,0,0
O75746,train,0,0,0,0,0,0,1,0,0,0,0,0
O75781,train,0,0,0,0,0,0,1,0,0,0,0,0
O75828,train,0,0,0,0,0,0,1,0,0,0,0,0
O75891,train,0,0,0,0,0,0,1,0,0,0,0,0
O75935,train,0,0,0,0,0,0,1,0,0,0,0,0
O75947,train,0,0,0,0,0,0,1,0,0,0,0,0
O75955,train,0,0,0,0,0,0,1,0,0,0,0,0
O75964,train,0,0,0,0,0,0,1,0,0,0,0,0
O76041,train,0,0,0,0,0,0,1,0,0,0,0,0
O76054,train,0,0,0,0,0,0,1,0,0,0,0,0
O94760,train,0,0,0,0,0,0,1,0,0,0,0,0
O94766,train,0,0,0,0,0,0,1,0,0,0,0,0
O94772,train,0,0,0,0,0,0,1,0,0,0,0,0
O94811,train,0,0,0,0,0,0,1,0,0,0,0,0
O94819,train,0,0,0,0,0,0,1,0,0,0,0,0
O94826,train,0,0,0,0,0,0,1,0,0,0,0,0
O94856,train,0,0,0,0,0,0,1,0,0,0,0,0
O94875,train,0,0,0,0,0,0,1,0,0,0,0,0
O94903,train,0,0,0,0,0,0,1,0,0,0,0,0
O94905,train,0,0,0,0,0,0,1,0,0,0,0,0
O94910,train,0,0,0,0,0,0,1,0,0,0,0,0
O94925,train,0,0,0,0,0,0,1,0,0,0,0,0
O94929,train,0,0,0,0,0,0,1,0,0,0,0,0
O94973,train,0,0,0,0,0,0,1,0,0,0,0,0
O94979,train,0,0,0,0,0,0,1,0,0,0,0,0
O95139,train,0,0,0,0,0,0,1,0,0,0,0,0
O95140,train,0,0,0,0,0,0,1,0,0,0,0,0
O95169,train,0,0,0,0,0,0,1,0,0,0,0,0
O95197,train,0,0,0,0,0,0,1,0,0,0,0,0
O95202,train,0,0,0,0,0,0,1,0,0,0,0,0
O95219,train,0,0,0,0,0,0,1,0,0,0,0,0
O95292,train,0,0,0,0,0,0,1,0,0,0,0,0
O95294,train,0,0,0,0,0,0,1,0,0,0,0,0
O95299,train,0,0,0,0,0,0,1,0,0,0,0,0
O95373,train,0,0,0,0,0,0,1,1,0,0,0,0
O95433,train,0,0,0,0,0,0,1,1,0,0,0,0
O95466,train,0,0,0,0,0,0,1,0,0,0,0,0
O95670,train,0,0,0,0,0,0,1,0,0,0,0,0
O95757,train,0,0,0,0,0,0,1,0,0,0,0,0
O95782,train,0,0,0,0,0,0,1,0,0,0,0,0
O95817,train,0,0,0,0,0,0,1,1,0,0,0,0
O95837,train,0,0,0,0,0,0,1,0,0,0,0,0
O95870,train,0,0,0,0,0,0,1,0,0,0,0,0
O95990,train,0,0,0,0,0,0,1,0,0,0,0,0
O96000,train,0,0,0,0,0,0,1,0,0,0,0,0
O96011,train,0,0,0,0,0,0,1,1,0,0,0,0
P00403,train,0,0,0,0,0,0,1,0,0,0,0,0
P00505,train,0,0,0,0,0,0,1,0,0,0,0,0
P00558,train,0,0,0,0,0,0,1,0,0,0,0,0
P00568,train,0,0,0,0,0,0,1,0,0,0,0,0
P00915,train,0,0,0,0,0,0,1,0,0,0,0,0
P01024,train,0,0,0,0,0,0,1,0,0,0,0,0
P01037,train,0,0,0,0,0,0,1,0,0,0,0,0
P01116,train,0,0,0,0,0,0,1,1,0,0,0,0
P01588,train,0,0,0,0,0,0,1,0,0,0,0,0
P01871,train,0,0,0,0,0,0,1,0,0,0,0,0
P02511,train,0,0,0,0,0,0,1,0,0,0,0,0
P02649,train,0,0,0,0,0,0,1,1,0,0,0,0
P02679,train,0,0,0,0,0,0,1,0,0,0,0,0
P02686,train,0,0,0,0,0,0,1,0,0,0,0,0
P02747,train,0,0,0,0,0,0,1,0,0,0,0,0
P04083,train,0,0,0,0,0,0,1,1,0,0,0,0
P04350,train,0,0,0,0,0,0,1,0,0,0,0,0
P04843,train,0,0,0,0,0,0,1,0,0,0,0,0
P04899,train,0,0,0,0,0,0,1,0,0,0,0,0
P05026,train,0,0,0,0,0,0,1,0,0,0,0,0
P05090,train,0,0,0,0,0,0,1,0,0,0,0,0
P05091,train,0,0,0,0,0,0,1,0,0,0,0,0
P05165,train,0,0,0,0,0,0,1,1,0,0,0,0
P05198,train,0,0,0,0,0,0,1,1,0,0,0,0
P05413,train,0,0,0,0,0,0,1,0,0,0,0,0
P05771,train,0,0,0,0,0,0,1,0,0,0,0,0
P06241,train,0,0,0,0,0,0,1,1,0,0,0,0
P06396,train,0,0,0,0,0,0,1,0,0,0,0,0
P06576,train,0,0,0,0,0,0,1,0,0,0,0,0
P06733,train,0,0,0,0,0,0,1,0,0,0,0,0
P06744,train,0,0,0,0,0,0,1,0,0,0,0,0
P06753,train,0,0,0,0,0,0,1,1,0,0,0,0
P07195,train,0,0,0,0,0,0,1,0,0,0,0,0
P07197,train,0,0,0,0,0,0,1,0,0,0,0,0
P07355,train,0,0,0,0,0,0,1,0,0,0,0,0
P07384,train,0,0,0,0,0,0,1,0,0,0,0,0
P07737,train,0,0,0,0,0,0,1,1,0,0,0,0
P07900,train,0,0,0,0,0,0,1,1,0,0,0,0
P07947,train,0,0,0,0,0,0,1,1,0,0,0,0
P07951,train,0,0,0,0,0,0,1,1,0,0,0,0
P07954,train,0,0,0,0,0,0,1,0,0,0,0,0
P08133,train,0,0,0,0,0,0,1,1,0,0,0,0
P08240,train,0,0,0,0,0,0,1,0,0,0,0,0
P08247,train,0,0,0,0,0,0,1,0,0,0,0,0
P08559,train,0,0,0,0,0,0,1,0,0,0,0,0
P08631,train,0,0,0,0,0,0,1,0,0,0,0,0
P08670,train,0,0,0,0,0,0,1,0,0,0,0,0
P08754,train,0,0,0,0,0,0,1,0,0,0,0,0
P08758,train,0,0,0,0,0,0,1,0,0,0,0,0
P09038,train,0,0,0,0,0,0,1,0,0,0,0,0
P09104,train,0,0,0,0,0,0,1,0,0,0,0,0
P09110,train,0,0,0,0,0,0,1,0,0,0,0,0
P09417,train,0,0,0,0,0,0,1,0,0,0,0,0
P09471,train,0,0,0,0,0,0,1,0,0,0,0,0
P09543,train,0,0,0,0,0,0,1,0,0,0,0,0
P09669,train,0,0,0,0,0,0,1,0,0,0,0,0
P09972,train,0,0,0,0,0,0,1,0,0,0,0,0
P0CG48,train,0,0,0,0,0,0,1,0,0,0,0,0
P10515,train,0,0,0,0,0,0,1,0,0,0,0,0
P10606,train,0,0,0,0,0,0,1,0,0,0,0,0
P10644,train,0,0,0,0,0,0,1,0,0,0,0,0
P10909,train,0,0,0,0,0,0,1,0,0,0,0,0
P10915,train,0,0,0,0,0,0,1,0,0,0,0,0
P11166,train,0,0,0,0,0,0,1,0,0,0,0,0
P11171,train,0,0,0,0,0,0,1,0,0,0,0,0
P11177,train,0,0,0,0,0,0,1,0,0,0,0,0
P11182,train,0,0,0,0,0,0,1,0,0,0,0,0
P11216,train,0,0,0,0,0,0,1,0,0,0,0,0
P11217,train,0,0,0,0,0,0,1,0,0,0,0,0
P11233,train,0,0,0,0,0,0,1,0,0,0,0,0
P11274,train,0,0,0,0,0,0,1,0,0,0,0,0
P11413,train,0,0,0,0,0,0,1,0,0,0,0,0
P11498,train,0,0,0,0,0,0,1,0,0,0,0,0
P11586,train,0,0,0,0,0,0,1,1,0,0,0,0
P11678,train,0,0,0,0,0,0,1,0,0,0,0,0
P12235,train,0,0,0,0,0,0,1,0,0,0,0,0
P12814,train,0,0,0,0,0,0,1,0,0,0,0,0
P13073,train,0,0,0,0,0,0,1,0,0,0,0,0
P13591,train,0,0,0,0,0,0,1,0,0,0,0,0
P13637,train,0,0,0,0,0,0,1,0,0,0,0,0
P13639,train,0,0,0,0,0,0,1,1,0,0,0,0
P13796,train,0,0,0,0,0,0,1,0,0,0,0,0
P13861,train,0,0,0,0,0,0,1,0,0,0,0,0
P14136,train,0,0,0,0,0,0,1,0,0,0,0,0
P14550,train,0,0,0,0,0,0,1,0,0,0,0,0
P14618,train,0,0,0,0,0,0,1,0,0,0,0,0
P14621,train,0,0,0,0,0,0,1,0,0,0,0,0
P14649,train,0,0,0,0,0,0,1,0,0,0,0,0
P14854,train,0,0,0,0,0,0,1,0,0,0,0,0
P14867,train,0,0,0,0,0,0,1,0,0,0,0,0
P14868,train,0,0,0,0,0,0,1,0,0,0,0,0
P16152,train,0,0,0,0,0,0,1,0,0,0,0,0
P16298,train,0,0,0,0,0,0,1,0,0,0,0,0
P16452,train,0,0,0,0,0,0,1,0,0,0,0,0
P16615,train,0,0,0,0,0,0,1,0,0,0,0,0
P17252,train,0,0,0,0,0,0,1,1,0,0,0,0
P17568,train,0,0,0,0,0,0,1,0,0,0,0,0
P17600,train,0,0,0,0,0,0,1,0,0,0,0,0
P17661,train,0,0,0,0,0,0,1,0,0,0,0,0
P17677,train,0,0,0,0,0,0,1,0,0,0,0,0
P17858,train,0,0,0,0,0,0,1,0,0,0,0,0
P17987,train,0,0,0,0,0,0,1,1,0,0,0,0
P18206,train,0,0,0,0,0,0,1,0,0,0,0,0
P19022,train,0,0,0,0,0,0,1,0,0,0,0,0
P19086,train,0,0,0,0,0,0,1,0,0,0,0,0
P19367,train,0,0,0,0,0,0,1,0,0,0,0,0
P19404,train,0,0,0,0,0,0,1,0,0,0,0,0
P19784,train,0,0,0,0,0,0,1,0,0,0,0,0
P20020,train,0,0,0,0,0,0,1,0,0,0,0,0
P20073,train,0,0,0,0,0,0,1,1,0,0,0,0
P20336,train,0,0,0,0,0,0,1,0,0,0,0,0
P20339,train,0,0,0,0,0,0,1,0,0,0,0,0
P20340,train,0,0,0,0,0,0,1,0,0,0,0,0
P20648,train,0,0,0,0,0,0,1,0,0,0,0,0
P20674,train,0,0,0,0,0,0,1,0,0,0,0,0
P20916,train,0,0,0,0,0,0,1,0,0,0,0,0
P21266,train,0,0,0,0,0,0,1,0,0,0,0,0
P21281,train,0,0,0,0,0,0,1,0,0,0,0,0
P21291,train,0,0,0,0,0,0,1,0,0,0,0,0
P21397,train,0,0,0,0,0,0,1,0,0,0,0,0
P21579,train,0,0,0,0,0,0,1,0,0,0,0,0
P21589,train,0,0,0,0,0,0,1,0,0,0,0,0
P21926,train,0,0,0,0,0,0,1,0,0,0,0,0
P22061,train,0,0,0,0,0,0,1,1,0,0,0,0
P22314,train,0,0,0,0,0,0,1,1,0,0,0,0
P22694,train,0,0,0,0,0,0,1,0,0,0,0,0
P22748,train,0,0,0,0,0,0,1,0,0,0,0,0
P23515,train,0,0,0,0,0,0,1,0,0,0,0,0
P23528,train,0,0,0,0,0,0,1,1,0,0,0,0
P23634,train,0,0,0,0,0,0,1,0,0,0,0,0
P24539,train,0,0,0,0,0,0,1,0,0,0,0,0
P25686,train,0,0,0,0,0,0,1,0,0,0,0,0
P26038,train,0,0,0,0,0,0,1,0,0,0,0,0
P26232,train,0,0,0,0,0,0,1,1,0,0,0,0
P27348,train,0,0,0,0,0,0,1,1,0,0,0,0
P27361,train,0,0,0,0,0,0,1,0,0,0,0,0
P28161,train,0,0,0,0,0,0,1,0,0,0,0,0
P28288,train,0,0,0,0,0,0,1,0,0,0,0,0
P28331,train,0,0,0,0,0,0,1,0,0,0,0,0
P28838,train,0,0,0,0,0,0,1,0,0,0,0,0
P29218,train,0,0,0,0,0,0,1,0,0,0,0,0
P29401,train,0,0,0,0,0,0,1,0,0,0,0,0
P30038,train,0,0,0,0,0,0,1,0,0,0,0,0
P30041,train,0,0,0,0,0,0,1,1,0,0,0,0
P30044,train,0,0,0,0,0,0,1,0,0,0,0,0
P30049,train,0,0,0,0,0,0,1,0,0,0,0,0
P30085,train,0,0,0,0,0,0,1,0,0,0,0,0
P30101,train,0,0,0,0,0,0,1,1,0,0,0,0
P30153,train,0,0,0,0,0,0,1,1,0,0,0,0
P30519,train,0,0,0,0,0,0,1,0,0,0,0,0
P30626,train,0,0,0,0,0,0,1,1,0,0,0,0
P31146,train,0,0,0,0,0,0,1,0,0,0,0,0
P31150,train,0,0,0,0,0,0,1,0,0,0,0,0
P31323,train,0,0,0,0,0,0,1,0,0,0,0,0
P31689,train,0,0,0,0,0,0,1,1,0,0,0,0
P31930,train,0,0,0,0,0,0,1,0,0,0,0,0
P31939,train,0,0,0,0,0,0,1,0,0,0,0,0
P31947,train,0,0,0,0,0,0,1,1,0,0,0,0
P31948,train,0,0,0,0,0,0,1,1,0,0,0,0
P32119,train,0,0,0,0,0,0,1,0,0,0,0,0
P32189,train,0,0,0,0,0,0,1,0,0,0,0,0
P33176,train,0,0,0,0,0,0,1,0,0,0,0,0
P34897,train,0,0,0,0,0,0,1,0,0,0,0,0
P34931,train,0,0,0,0,0,0,1,0,0,0,0,0
P35052,train,0,0,0,0,0,0,1,0,0,0,0,0
P35221,train,0,0,0,0,0,0,1,0,0,0,0,0
P35241,train,0,0,0,0,0,0,1,0,0,0,0,0
P35609,train,0,0,0,0,0,0,1,0,0,0,0,0
P35611,train,0,0,0,0,0,0,1,1,0,0,0,0
P35612,train,0,0,0,0,0,0,1,0,0,0,0,0
P35613,train,0,0,0,0,0,0,1,0,0,0,0,0
P36507,train,0,0,0,0,0,0,1,0,0,0,0,0
P36542,train,0,0,0,0,0,0,1,0,0,0,0,0
P36873,train,0,0,0,0,0,0,1,0,0,0,0,0
P36915,train,0,0,0,0,0,0,1,0,0,0,0,0
P36969,train,0,0,0,0,0,0,1,0,0,0,0,0
P37802,train,0,0,0,0,0,0,1,1,0,0,0,0
P37837,train,0,0,0,0,0,0,1,0,0,0,0,0
P37840,train,0,0,0,0,0,0,1,0,0,0,0,0
P38606,train,0,0,0,0,0,0,1,0,0,0,0,0
P39019,train,0,0,0,0,0,0,1,1,0,0,0,0
P40121,train,0,0,0,0,0,0,1,0,0,0,0,0
P40123,train,0,0,0,0,0,0,1,0,0,0,0,0
P40925,train,0,0,0,0,0,0,1,0,0,0,0,0
P41219,train,0,0,0,0,0,0,1,0,0,0,0,0
P41594,train,0,0,0,0,0,0,1,0,0,0,0,0
P42261,train,0,0,0,0,0,0,1,0,0,0,0,0
P42262,train,0,0,0,0,0,0,1,0,0,0,0,0
P42263,train,0,0,0,0,0,0,1,0,0,0,0,0
P42677,train,0,0,0,0,0,0,1,0,0,0,0,0
P42704,train,0,0,0,0,0,0,1,0,0,0,0,0
P42766,train,0,0,0,0,0,0,1,0,0,0,0,0
P43304,train,0,0,0,0,0,0,1,1,0,0,0,0
P45974,train,0,0,0,0,0,0,1,1,0,0,0,0
P46060,train,0,0,0,0,0,0,1,1,0,0,0,0
P46109,train,0,0,0,0,0,0,1,1,0,0,0,0
P46940,train,0,0,0,0,0,0,1,0,0,0,0,0
P47755,train,0,0,0,0,0,0,1,1,0,0,0,0
P47897,train,0,0,0,0,0,0,1,0,0,0,0,0
P47985,train,0,0,0,0,0,0,1,0,0,0,0,0
P48058,train,0,0,0,0,0,0,1,0,0,0,0,0
P48169,train,0,0,0,0,0,0,1,0,0,0,0,0
P48444,train,0,0,0,0,0,0,1,0,0,0,0,0
P48643,train,0,0,0,0,0,0,1,0,0,0,0,0
P49006,train,0,0,0,0,0,0,1,0,0,0,0,0
P49368,train,0,0,0,0,0,0,1,0,0,0,0,0
P49411,train,0,0,0,0,0,0,1,1,0,0,0,0
P49448,train,0,0,0,0,0,0,1,0,0,0,0,0
P49588,train,0,0,0,0,0,0,1,0,0,0,0,0
P49590,train,0,0,0,0,0,0,1,0,0,0,0,0
P49591,train,0,0,0,0,0,0,1,0,0,0,0,0
P49674,train,0,0,0,0,0,0,1,0,0,0,0,0
P49802,train,0,0,0,0,0,0,1,0,0,0,0,0
P50148,train,0,0,0,0,0,0,1,0,0,0,0,0
P50395,train,0,0,0,0,0,0,1,0,0,0,0,0
P50416,train,0,0,0,0,0,0,1,0,0,0,0,0
P50991,train,0,0,0,0,0,0,1,0,0,0,0,0
P51149,train,0,0,0,0,0,0,1,0,0,0,0,0
P51178,train,0,0,0,0,0,0,1,0,0,0,0,0
P51452,train,0,0,0,0,0,0,1,1,0,0,0,0
P51648,train,0,0,0,0,0,0,1,1,0,0,0,0
P51649,train,0,0,0,0,0,0,1,0,0,0,0,0
P51659,train,0,0,0,0,0,0,1,0,0,0,0,0
P52209,train,0,0,0,0,0,0,1,0,0,0,0,0
P52294,train,0,0,0,0,0,0,1,1,0,0,0,0
P52907,train,0,0,0,0,0,0,1,0,0,0,0,0
P52943,train,0,0,0,0,0,0,1,0,0,0,0,0
P53007,train,0,0,0,0,0,0,1,0,0,0,0,0
P53396,train,0,0,0,0,0,0,1,0,0,0,0,0
P53597,train,0,0,0,0,0,0,1,0,0,0,0,0
P53621,train,0,0,0,0,0,0,1,0,0,0,0,0
P53677,train,0,0,0,0,0,0,1,0,0,0,0,0
P53990,train,0,0,0,0,0,0,1,0,0,0,0,0
P53992,train,0,0,0,0,0,0,1,1,0,0,0,0
P54136,train,0,0,0,0,0,0,1,0,0,0,0,0
P54284,train,0,0,0,0,0,0,1,0,0,0,0,0
P54289,train,0,0,0,0,0,0,1,0,0,0,0,0
P54578,train,0,0,0,0,0,0,1,0,0,0,0,0
P54707,train,0,0,0,0,0,0,1,0,0,0,0,0
P54750,train,0,0,0,0,0,0,1,0,0,0,0,0
P54920,train,0,0,0,0,0,0,1,0,0,0,0,0
P55011,train,0,0,0,0,0,0,1,0,0,0,0,0
P55060,train,0,0,0,0,0,0,1,1,0,0,0,0
P55072,train,0,0,0,0,0,0,1,1,0,0,0,0
P55160,train,0,0,0,0,0,0,1,0,0,0,0,0
P55283,train,0,0,0,0,0,0,1,0,0,0,0,0
P55290,train,0,0,0,0,0,0,1,0,0,0,0,0
P56192,train,0,0,0,0,0,0,1,1,0,0,0,0
P56385,train,0,0,0,0,0,0,1,0,0,0,0,0
P59190,train,0,0,0,0,0,0,1,0,0,0,0,0
P59768,train,0,0,0,0,0,0,1,0,0,0,0,0
P59780,train,0,0,0,0,0,0,1,0,0,0,0,0
P60174,train,0,0,0,0,0,0,1,0,0,0,0,0
P60520,train,0,0,0,0,0,0,1,1,0,0,0,0
P60891,train,0,0,0,0,0,0,1,0,0,0,0,0
P60953,train,0,0,0,0,0,0,1,0,0,0,0,0
P60981,train,0,0,0,0,0,0,1,1,0,0,0,0
P61018,train,0,0,0,0,0,0,1,0,0,0,0,0
P61020,train,0,0,0,0,0,0,1,0,0,0,0,0
P61106,train,0,0,0,0,0,0,1,0,0,0,0,0
P61158,train,0,0,0,0,0,0,1,0,0,0,0,0
P61163,train,0,0,0,0,0,0,1,0,0,0,0,0
P61204,train,0,0,0,0,0,0,1,0,0,0,0,0
P61421,train,0,0,0,0,0,0,1,0,0,0,0,0
P61601,train,0,0,0,0,0,0,1,0,0,0,0,0
P61803,train,0,0,0,0,0,0,1,0,0,0,0,0
P61981,train,0,0,0,0,0,0,1,0,0,0,0,0
P62140,train,0,0,0,0,0,0,1,0,0,0,0,0
P62191,train,0,0,0,0,0,0,1,0,0,0,0,0
P62258,train,0,0,0,0,0,0,1,0,0,0,0,0
P62745,train,0,0,0,0,0,0,1,0,0,0,0,0
P62750,train,0,0,0,0,0,0,1,0,0,0,0,0
P62820,train,0,0,0,0,0,0,1,1,0,0,0,0
P62873,train,0,0,0,0,0,0,1,0,0,0,0,0
P62917,train,0,0,0,0,0,0,1,0,0,0,0,0
P63000,train,0,0,0,0,0,0,1,0,0,0,0,0
P63167,train,0,0,0,0,0,0,1,0,0,0,0,0
P63173,train,0,0,0,0,0,0,1,0,0,0,0,0
P63215,train,0,0,0,0,0,0,1,0,0,0,0,0
P68104,train,0,0,0,0,0,0,1,0,0,0,0,0
P68106,train,0,0,0,0,0,0,1,0,0,0,0,0
P68371,train,0,0,0,0,0,0,1,0,0,0,0,0
P78324,train,0,0,0,0,0,0,1,0,0,0,0,0
P78357,train,0,0,0,0,0,0,1,0,0,0,0,0
P78362,train,0,0,0,0,0,0,1,0,0,0,0,0
P78371,train,0,0,0,0,0,0,1,0,0,0,0,0
P78417,train,0,0,0,0,0,0,1,0,0,0,0,0
P80723,train,0,0,0,0,0,0,1,0,0,0,0,0
P84074,train,0,0,0,0,0,0,1,0,0,0,0,0
P84077,train,0,0,0,0,0,0,1,0,0,0,0,0
P84085,train,0,0,0,0,0,0,1,0,0,0,0,0
P84095,train,0,0,0,0,0,0,1,0,0,0,0,0
P99999,train,0,0,0,0,0,0,1,0,0,0,0,0
Q00013,train,0,0,0,0,0,0,1,0,0,0,0,0
Q00059_TFAM,train,1,0,0,0,0,0,1,0,0,0,0,0
Q00169,train,0,0,0,0,0,0,1,0,0,0,0,0
Q00325,train,0,0,0,0,0,0,1,0,0,0,0,0
Q00341,train,0,0,0,0,0,0,1,0,0,0,0,0
Q00535,train,0,0,0,0,0,0,1,0,0,0,0,0
Q00610,train,0,0,0,0,0,0,1,0,0,0,0,0
Q01518,train,0,0,0,0,0,0,1,1,0,0,0,0
Q01813,train,0,0,0,0,0,0,1,0,0,0,0,0
Q01814,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02156,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02218,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02246,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02252,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02641,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02750,train,0,0,0,0,0,0,1,0,0,0,0,0
Q02952,train,0,0,0,0,0,0,1,1,0,0,0,0
Q02978,train,0,0,0,0,0,0,1,0,0,0,0,0
Q04828,train,0,0,0,0,0,0,1,0,0,0,0,0
Q04837,train,0,0,0,0,0,0,1,0,0,0,0,0
Q04917,train,0,0,0,0,0,0,1,1,0,0,0,0
Q05193,train,0,0,0,0,0,0,1,0,0,0,0,0
Q05397,train,0,0,0,0,0,0,1,1,0,0,0,0
Q05469,train,0,0,0,0,0,0,1,0,0,0,0,0
